symbol,company_name,company_industry,sector,market_cap_category,confidence_score,uncertainty,high_confidence,sharpe_ratio,return_on_equity,profit_margin,year_change_percent
RENUKA,Shree Renuka Sugars Limited,Sugar,Fast Moving Consumer Goods,Mid,0.8277720463275909,0.1403401251448833,True,-0.9296,-0.6156015037593985,-0.04790813341135167,-37.4
GILLETTE,Gillette India Limited,Personal Care,Fast Moving Consumer Goods,Large,0.8273527044057846,0.1435595442261724,True,0.7492,3.6623708704101463,0.16669071881793762,22.35
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Healthcare,Large,0.8243829345703125,0.15958339118981668,False,-0.3237,10.950429184549357,0.17497136900720747,-12.81
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Auto Components & Equipments,Automobile and Auto Components,Large,0.8209913015365601,0.14991683277086093,True,-0.0561,11.739798393049199,0.11848299741174931,-10.15
SAMMAANCAP,Sammaan Capital Limited,Housing Finance Company,Financial Services,Mid,0.8200473952293396,0.15766722643870484,False,-0.8243,-5.268866641947843,-0.32073768222364,-35.56
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Commodity Chemicals,Chemicals,Mid,0.8173941779136658,0.16940326460758048,False,1.7667,1.7606939163498099,0.08765661417602309,124.1
EIHOTEL,EIH Limited,Hotels & Resorts,Consumer Services,Large,0.8172105103731155,0.17429542362493,False,-0.5229,1.354654726686389,0.2653233804875502,-21.79
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Commodity Chemicals,Chemicals,Mid,0.8145922780036926,0.16816947872431973,False,-0.8363,0.8752834467120182,0.06612986123008395,-29.66
SKFINDIA,SKF India Limited,Abrasives & Bearings,Capital Goods,Large,0.8144933474063873,0.18144518499510592,False,-0.402,2.4476792793764663,0.09794283093442689,-15.25
BBOX,Black Box Limited,IT Enabled Services,Information Technology,Mid,0.8121117979288102,0.1480811210680694,True,0.7623,0.8974333603783665,0.03017108033757014,23.35
BALRAMCHIN,Balrampur Chini Mills Limited,Sugar,Fast Moving Consumer Goods,Mid,0.8085075747966767,0.15665248618475336,False,1.1533,3.4324264948794183,0.0531225373519778,44.27
PFIZER,Pfizer Limited,Pharmaceuticals,Healthcare,Large,0.8074710428714752,0.1839972453852364,False,0.1136,3.181493624772313,0.2584643432143195,-0.67
PRAJIND,Praj Industries Limited,Industrial Products,Capital Goods,Mid,0.805448089838028,0.12994175168751257,True,0.2057,1.6240790005784864,0.07562870580599336,-0.46
BASF,BASF India Limited,Specialty Chemicals,Chemicals,Large,0.8050956851243973,0.17080160795754726,False,0.6743,3.4807884807884806,0.0377548693800952,23.79
RBLBANK,RBL Bank Limited,Private Sector Bank,Financial Services,Mid,0.8031719022989273,0.16233774204397816,False,-0.7033,0.4246562282991007,0.0660247047197285,-30.88
JKTYRE,JK Tyre & Industries Limited,Tyres & Rubber Products,Automobile and Auto Components,Mid,0.8017971616983414,0.17134392602459234,False,-0.856,2.2878075924322983,0.03765292717598467,-29.91
METROBRAND,Metro Brands Limited,Footwear,Consumer Durables,Large,0.7998459225893021,0.15639555801826127,False,0.1602,0.6351473911785902,0.13896450751359526,0.25
WHIRLPOOL,Whirlpool of India Limited,Household Appliances,Consumer Durables,Large,0.7989362421631813,0.20485297754217,False,-0.3939,0.6392632878799822,0.041136490439075524,-22.12
TVSHLTD,TVS Holdings Limited,Investment Company,Financial Services,Large,0.7980024638772011,0.18230217052096456,False,0.4577,58.14525691699605,0.052712532473349456,10.04
CAMPUS,Campus Activewear Limited,Footwear,Consumer Durables,Mid,0.7973108702898025,0.1823505275277669,False,0.2878,0.1881004366812227,0.07256264476731944,3.59
HATSUN,Hatsun Agro Product Limited,Dairy Products,Fast Moving Consumer Goods,Large,0.797169851064682,0.20939306531101545,False,0.0668,3.527827648114901,0.03651901606186242,-5.43
MINDACORP,Minda Corporation Limited,Auto Components & Equipments,Automobile and Auto Components,Mid,0.7917854851484298,0.1624311345804201,False,0.6443,1.4173985780008365,0.05444235011887678,19.82
SAREGAMA,Saregama India Limited,Media & Entertainment,Media Entertainment & Publication,Mid,0.7910268312692642,0.1782701348831412,False,0.8496,2.480463347164592,0.16799372380037939,34.73
ZEEL,Zee Entertainment Enterprises Limited,TV Broadcasting & Software Production,Media Entertainment & Publication,Mid,0.7906941542029381,0.18098386035205988,False,-0.4627,1.7036702976479567,0.08037603743353142,-26.79
CEATLTD,CEAT Limited,Tyres & Rubber Products,Automobile and Auto Components,Mid,0.7903029900789261,0.17197916312643496,False,0.4372,3.0709517923362175,0.038037204317538084,9.65
SUNDRMFAST,Sundram Fasteners Limited,Auto Components & Equipments,Automobile and Auto Components,Large,0.7895363157987595,0.2076722393511244,False,-0.7415,6.6200222116452485,0.09429966800984445,-20.43
EMCURE,Emcure Pharmaceuticals Limited,Pharmaceuticals,Healthcare,Large,0.7871303939819336,0.21081843628629418,False,-1.2249,0.9116426828091666,0.08827887424927575,-32.35
JMFINANCIL,JM Financial Limited,Holding Company,Financial Services,Mid,0.7868161672353744,0.19031149680417345,False,0.6081,2.802862347124642,0.15963778640661588,19.08
INDIACEM,The India Cements Limited,Cement & Cement Products,Construction Materials,Mid,0.7867108836770058,0.2000265186036654,False,0.7648,-0.1703345165107024,-0.052797754195047626,26.16
TIMKEN,Timken India Limited,Abrasives & Bearings,Capital Goods,Large,0.7862349486351013,0.15595168996524308,False,-0.2637,1.154668368364376,0.11800577802998978,-15.16
SCI,Shipping Corporation Of India Limited,Shipping,Services,Mid,0.7857147401571274,0.19557265970405868,False,-0.0966,0.4679261485616144,0.1527603535158851,-18.51
NAVA,NAVA LIMITED,Power Generation,Power,Large,0.7831937235593796,0.14371442192000644,True,0.4349,7.341536726977971,0.34885604035342255,-1.31
BIKAJI,Bikaji Foods International Limited,Packaged Foods,Fast Moving Consumer Goods,Mid,0.7817967945337295,0.16023874655293405,False,0.9276,2.0558440036956864,0.07689546365070642,34.67
PRIVISCL,Privi Speciality Chemicals Limited,Specialty Chemicals,Chemicals,Mid,0.7779554432630539,0.15639813759245816,False,1.541,1.0455148602972486,0.08317277634052246,65.1
CRAFTSMAN,Craftsman Automation Limited,Auto Components & Equipments,Automobile and Auto Components,Mid,0.7763822215795517,0.1670841715044325,False,0.2282,3.748183342649524,0.03402744828391136,0.94
ARTEMISMED,Artemis Medicare Services Limited,Hospital,Healthcare,Small,0.7746700137853623,0.16236450606947347,False,1.1848,1.4377438610113555,0.08500844886621063,55.29
RATNAMANI,Ratnamani Metals & Tubes Limited,Iron & Steel Products,Capital Goods,Large,0.7736463409662246,0.20695182839463058,False,-0.1538,8.046821796115582,0.09748737687854599,-7.86
ECLERX,eClerx Services Limited,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Mid,0.7708559292554855,0.1725009941012189,False,0.1113,2.7316754386581317,0.1575398396566027,-2.4
HEG,HEG Limited,Electrodes & Refractories,Capital Goods,Large,0.7705809557437897,0.16864349845549756,False,-0.757,1.6298407434276436,0.1166750852731678,-81.44
KNRCON,KNR Constructions Limited,Civil Construction,Construction,Mid,0.7686987626552582,0.16874933599711778,False,-0.038,5.892327887116942,0.2631786062962505,-11.0
GPIL,Godawari Power And Ispat limited,Iron & Steel Products,Capital Goods,Large,0.7648928302526474,0.18512437402020152,False,-0.6181,3.1973613063696336,0.15132368559108417,-77.13
FACT,Fertilizers and Chemicals Travancore Limited,Fertilizers,Chemicals,Large,0.7644075900316238,0.17828877756123138,False,0.1901,-0.015191555782218306,-0.009837771839753404,-4.29
GENUSPOWER,Genus Power Infrastructures Limited,Other Electrical Equipment,Capital Goods,Mid,0.762724512219429,0.17086628420919112,False,0.2298,2.0633802430587176,0.12494375480529778,-0.38
SAPPHIRE,Sapphire Foods India Limited,Restaurants,Consumer Services,Large,0.7623296052217483,0.1736129317517074,False,-0.8245,-0.013854533135277408,-0.0014396406476704,-79.64
AIIL,Authum Investment & Infrastructure Limited,Non Banking Financial Company (NBFC),Financial Services,Large,0.7616990411281586,0.17315052802383654,False,1.2733,48.65625674747277,0.7928276212353536,73.72
RAINBOW,Rainbow Childrens Medicare Limited,Hospital,Healthcare,Mid,0.7616620552539826,0.1495667753307916,True,0.5927,0.6161204966415632,0.16379884425956942,15.92
NSLNISP,NMDC Steel Limited,Iron & Steel,Metals & Mining,Mid,0.7597268187999725,0.179365047184786,False,-1.376,-0.21615522593134764,-0.3354752153650614,-43.76
SOBHA,Sobha Limited,Residential Commercial Projects,Realty,Mid,0.7568032336235047,0.16562273196163144,False,-0.5737,0.17981364993965873,0.019210504138428286,-28.77
VGUARD,V-Guard Industries Limited,Household Appliances,Consumer Durables,Mid,0.7554067122936249,0.17049765595634586,False,0.3426,1.7053063851304762,0.05509760529142965,5.93
CHENNPETRO,Chennai Petroleum Corporation Limited,Refineries & Marketing,Oil Gas & Consumable Fuels,Mid,0.7524379801750183,0.19599559045652795,False,-0.5624,-0.5727844559353524,-0.005070028932531841,-33.48
JPPOWER,Jaiprakash Power Ventures Limited,Power Generation,Power,Mid,0.7511098152399063,0.20069460087415067,False,-0.5567,0.03199746308190801,0.15963001785852937,-27.09
